geocode,municipio,casos_total,casos_est,temp_min_media,temp_med_media,temp_max_media,umid_min_media,umid_med_media,umid_max_media,populacao,pib_bruto_mil,pct_esgoto,pct_agua,pct_lixo_coletado,area_km2,pib_percapita,incidencia,dens_demog,grupo
3503356,Arco-Íris,78,78,19.06460879120879,23.806048901098904,29.12255329670329,45.413531593406596,63.55298928571428,80.91886126373626,2089,136329,99.18144611186904,75.03410641200546,82.26466575716235,265.7974347052283,65260.41168022977,3733.843944471039,7.859368553788789,1
3503406,Arealva,206,206,18.6034826923077,23.267685164835168,28.660969230769226,44.0569304945055,63.8987217032967,82.89579285714285,8290,301110,72.4910685287431,77.03799935043845,93.34199415394609,506.75068606779803,36322.07478890229,2484.9215922798553,16.35912930740637,1
3503505,Areias,16,16,15.015725549450552,18.87075439560439,23.485881318681322,54.72661043956044,76.87934505494505,93.52375851648353,3617,75042,70.99918765231519,78.71649065800163,95.28838342810722,305.87618478885565,20747.02792369367,442.35554326790157,11.825046145703666,2
3503604,Areiópolis,556,556,17.383027197802196,21.822461263736262,27.171679945054947,47.2187771978022,68.77288873626374,87.86100247252747,10242,221707,94.67647058823529,94.85294117647058,98.52941176470588,86.05892265329153,21646.846319078304,5428.627221245851,119.01148287972752,1
3503703,Ariranha,539,539,18.895912912087912,23.54662307692308,28.857150000000004,44.43085027472527,62.36120631868132,79.028975,7621,1252002,96.86847599164928,96.3813500347947,98.8169798190675,133.18263319822654,164283.16493898438,7072.562655819446,57.222175421753725,1
3503802,Artur Nogueira,2752,2752,16.980026373626373,21.790193956043957,27.360110164835163,46.92103681318682,68.17941620879121,86.96367582417582,53467,2162833,88.97520661157024,88.65564738292011,99.00275482093663,178.28561427069639,40451.73658518338,5147.100080423439,299.89520028699263,1
3503901,Arujá,840,840,15.424282692307694,19.182293406593402,24.036129120879114,57.92541675824176,80.11201456043958,95.0277282967033,90273,10426127,81.24914815319613,94.88891917677525,99.50592885375494,96.34573442501167,115495.51914747489,930.5107839553356,936.9693483447548,2
3503950,Aspásia,405,405,20.677648626373628,25.337108241758248,30.637727747252743,40.63685741758241,58.972579945054946,76.56737747252747,1875,65851,82.9160530191458,79.6759941089838,88.07069219440353,69.56094970922943,35120.53333333333,21600,26.95477861986727,1
3504008,Assis,9731,9731,18.272021703296705,22.612885164835163,27.70939945054945,48.983255769230766,67.31717582417582,83.72965879120879,104858,4682609,96.23437540944944,96.94452451455675,98.8967794345012,461.141754966222,44656.66901905434,9280.169371912492,227.387780158144,1
3504107,Atibaia,4662,4662,15.287753296703297,19.39647472527472,24.489483791208787,54.115081043956046,76.67802087912088,93.4319304945055,167161,9426584,60.930257244966555,76.25880188245286,99.34007996886169,479.6555928861513,56392.24460250896,2788.9280394350358,348.50213878289236,2
3504206,Auriflama,565,565,20.160850549450554,24.9156510989011,30.26559615384615,42.64871923076923,60.97055192307692,78.39369175824174,13856,443572,91.19228629705174,91.28499907287224,96.60671240496941,435.28893622336415,32012.99076212471,4077.655889145496,31.83173025305181,1
3504305,Avaí,26,26,18.267195054945063,22.87938791208791,28.174684065934063,46.344434615384614,65.60212802197802,83.88483626373626,4503,500953,69.0721649484536,78.77501516070346,93.02607640994542,542.0213395182452,111248.72307350655,577.3928492116366,8.307790988455027,1
